Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
93351,4v16scAVhylOWvkkcmd4DX,Izabella Yurieva,Счастье мое,"Саша, ты помнишь наши встречи?",1,188637,False,0.597,0.38,11,-9.514,0,0.0747,0.988,0.000231,0.194,0.732,103.193,4,romance
109447,7iW8xGGEHZFMcyBdWlAsIX,Nosferatu,Demonic Playgrounds,A Sinner’s Descent,31,199782,False,0.245,0.974,1,-1.413,1,0.436,0.171,4.97e-05,0.35,0.162,184.986,4,techno
102310,4RzpaDRpNI2JZQ8LtAC05x,Vismay Patel,Baarish Mein,Baarish Mein,42,152000,False,0.693,0.296,0,-13.52,1,0.0704,0.741,0.0,0.0955,0.58,120.376,5,songwriter
70312,2XFrRuy9Gpu4GuYHTNeHiC,JC 陳詠桐,Album 1,說散就散,59,230571,False,0.507,0.627,2,-6.804,1,0.125,0.556,0.0,0.229,0.371,139.68,4,mandopop
93123,2haLS23gcVIqweqBtW8AUj,Rashid Beibutov,Azerbyjan,Azerbyjan,9,195239,False,0.591,0.545,11,-8.416,1,0.0623,0.872,0.764,0.147,0.712,99.279,4,romance
6347,1PGMfTSkrMfJBdiFyAztv0,Wolves In The Throne Room,Celestial Lineage,Subterranean Initiation,19,429733,False,0.159,0.931,3,-6.663,0,0.0836,4.16e-06,0.92,0.85,0.0458,150.077,4,black-metal
81320,7eLvCsLfaeSHeezjOwJ96E,Justin Bieber,pov: it's 2020,Yummy,0,208520,False,0.677,0.506,9,-6.652,0,0.0964,0.345,0.0,0.118,0.497,145.843,4,pop
47677,50CMxnG6F6U4ffjn243Ubi,Titãs,Titãs (Ao Vivo),Vossa Excelência,37,189266,False,0.247,0.94,0,-4.768,1,0.113,0.129,0.0,0.916,0.405,173.992,4,hard-rock
43291,1a0tVsbP2faLOXt2XHvL8p,Preto no Branco;Eli Soares,Preto no Branco (Ao Vivo),Tudo Que Eu Sou (feat. Eli Soares) - Ao Vivo,34,310360,False,0.646,0.677,11,-7.288,1,0.0574,0.109,0.0,0.703,0.522,75.998,4,groove
23242,1FxwMVKEEZYMsOPUiHdC4X,Deep Chills;Tilsen,Are You Lonely,Are You Lonely,53,137208,False,0.795,0.588,0,-6.413,1,0.0808,0.663,1.34e-06,0.194,0.26,101.828,4,deep-house
75143,7xJEyMvEa3eeP1fN3E18PI,George Winston,Linus & Lucy - The Music of Vince Guaraldi,Young Man's Fancy,28,231585,False,0.432,0.0498,7,-17.124,0,0.0513,0.994,0.949,0.0932,0.0589,76.215,4,new-age
37290,22sTK2yvAQOwc5jzDmacHc,Kool & The Gang,Disco Boogie Mood,Celebration - Single Version,0,296276,False,0.885,0.856,1,-5.396,1,0.0554,0.181,0.0367,0.092,0.9,121.65,4,funk
2104,0uBdQzKghx88d2Lp8SLFKJ,The 1975,I'm In Love With You,I'm In Love With You,78,262623,True,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4,alt-rock
64606,1GZj9r3vJ91roOZ0oYJrW5,Peggy Lee,Weihnachtssongs,The Christmas Waltz,0,173106,False,0.25,0.168,1,-16.789,0,0.0329,0.822,0.000135,0.136,0.141,107.269,3,jazz
28707,4EwSqnjnXCG7NqY08RRSKq,Zeds Dead;ILLENIUM,Where The Wild Things Are,Where The Wild Things Are,50,299240,False,0.344,0.672,6,-5.888,0,0.0586,0.00877,1.04e-06,0.196,0.133,164.197,4,dub
103963,26Sw3iKfNsX2i0OnKqKXNi,GASHI;DJ Snake,GASHI,Safety (feat. DJ Snake),51,177780,False,0.754,0.828,1,-4.443,1,0.0355,0.0276,0.0266,0.0799,0.728,108.992,4,soul
45936,2YliwwbmiacOPrtZhTOr2O,Sonny Lim,Slack Key Guitar: The Artistry Of Sonny Lim,How D'ya Do,21,211880,False,0.622,0.121,3,-22.338,1,0.0536,0.97,0.917,0.143,0.5,125.661,4,guitar
84130,1H7gMYGykdtwZOV6s1N0by,The Beatles,Rubber Soul (Remastered),Norwegian Wood (This Bird Has Flown) - Remastered 2009,70,124693,False,0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,3,psych-rock
106378,6470Z4MVlwxWlxFOv27iio,Maxida Märak,Utopi,Lova ingenting,40,157090,False,0.685,0.534,1,-6.644,1,0.28,0.308,0.0,0.206,0.236,92.241,4,swedish
111918,6GolB7bUcSGzpHUDLDsdoh,GusGus,Attention,Unnecessary,17,273826,False,0.906,0.464,0,-6.764,1,0.0841,0.0063,0.0138,0.0872,0.754,117.977,4,trip-hop
90182,6rcvPsOgiwRTM4dTLSV8Jd,Mike Laure,15 Éxitos,La Secretaría,39,165198,False,0.817,0.579,0,-8.123,0,0.0527,0.628,0.0,0.068,0.911,117.267,4,rock-n-roll
69718,00cOxhAsTPnrbwuc6pBh0h,Beat The System,California Dreaming,California Dreaming,24,191647,False,0.707,0.848,0,-5.092,1,0.0374,0.0128,0.0,0.168,0.497,100.009,4,malay
30035,0LdrgIn0po8wRxpv2USlys,David Guetta;Bebe Rexha;J Balvin,Dance Dance Dance,Say My Name,0,198946,False,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.033,4,edm
75150,1tKE8I7fnY9IOcnVxj9LmT,Gregorian,The Masterpieces,Moment of Peace,42,319720,False,0.238,0.766,9,-6.927,0,0.0341,0.0469,0.00409,0.184,0.135,87.87,4,new-age
16393,6f280Iw58re3P3ac9xrSNJ,Maurice Ravel;Duo Synopsis,"Ravel, Schuloff, Honegger, Schnittke: 20th Century Masterwork Duos, for Violin and Cello","Sonata for Violin and Cello in C Major, M. 73: II. Très vif",0,207040,False,0.389,0.206,5,-16.943,1,0.0354,0.948,0.344,0.0967,0.275,81.968,4,classical
55622,70BWIfaEgeZB0MJkUQmDqU,Nusrat Fateh Ali Khan,Sanu Ek Pal Chain,Yeh Jo Halka Halka Suroor Hai,46,438517,False,0.333,0.681,1,-7.894,1,0.0694,0.376,7.91e-06,0.157,0.43,76.551,4,indian
78686,7kXYHAKJrOT6yaBlughcUa,Ina Colada,Ballermann Party Hits Megamix 2022.2,Wer nicht springt der muss bezahlen,0,213902,False,0.577,0.995,1,-1.934,1,0.0856,0.225,0.0,0.388,0.795,74.996,4,party
36000,6GyFP1nfCDB8lbD2bG0Hq9,M83,"Hurry up, We're Dreaming",Midnight City,76,243960,False,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,4,french
107515,6WEBIVqiEsevfgJefTyuQQ,Kajagoogoo,White Feathers,Too Shy,61,221520,False,0.702,0.871,10,-6.728,0,0.0926,0.127,4.18e-05,0.0819,0.664,107.982,4,synth-pop
111618,4dPimg8olUWKxHZXPD3KOO,Little Dragon,"New Me, Same Us",Hold On,53,210922,False,0.744,0.615,0,-8.756,1,0.0394,0.0103,0.00113,0.134,0.444,118.965,4,trip-hop
80658,6aPMWbbdhDhiJHlknZb9Yx,Arijit Singh;Sachet-Parampara,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",59,370444,False,0.265,0.58,9,-4.767,0,0.0491,0.491,0.0,0.243,0.345,172.121,3,pop-film
21079,317tS1vDEuDhaGqDEb1Jug,Omah Lay,The Look - R&B Feels,i'm a mess,0,153946,True,0.682,0.633,4,-6.213,1,0.239,0.307,0.0328,0.112,0.601,123.259,5,dancehall
60518,6uzIVNJW0eHKkiDEee0uO0,DJ Zinc;Amber Jolene,Friday Night,Friday Night,23,190954,False,0.689,0.854,8,-4.788,0,0.0334,0.0168,0.00146,0.104,0.632,127.03,4,j-dance
79370,37aia1wG2Ncz8AWjM4tPlY,Maya Åström,Om än bara för en stund,Om än bara för en stund,62,158591,False,0.504,0.056,9,-24.25,1,0.0478,0.992,0.963,0.11,0.337,75.761,4,piano
13619,4Qa6z3YWYWZvtoI8aAmo7k,Galaxy 2 Galaxy,Galaxy 2 Galaxy: A High Tech Jazz Compilation,Inspiration,8,392586,False,0.661,0.517,5,-16.147,0,0.0415,0.105,0.755,0.235,0.296,138.543,4,chicago-house
15865,2TJs37x1zLNpRpFSHiMeVr,omarr;Mia Smith,Lonely,Was I Not Good Enough?,50,145669,False,0.642,0.251,1,-13.259,1,0.0633,0.943,0.0013,0.265,0.111,127.024,4,chill
109671,2JYGConFYcOl3Ryw7PI8XH,Can Durmus,Renascence,Renascence,33,241951,False,0.786,0.723,7,-8.337,1,0.0437,0.000919,0.862,0.23,0.0342,123.012,4,techno
50376,4MhkQd0Y0qSCAMncsoQnua,Carajo,Frente a Frente,Drama,26,224040,False,0.221,0.954,1,-4.46,1,0.125,0.000329,8.97e-06,0.215,0.331,170.934,4,heavy-metal
91744,61gLyY13fBlwh9Kp2gvmlL,George Strait,World's Best Christmas Playlist,O Christmas Tree,0,147720,False,0.499,0.295,5,-11.782,1,0.0287,0.794,0.0,0.0829,0.323,154.938,3,rock
12257,5s9jhOJe92zrdZVXoNz7hX,George Lam,真情精選,分分鐘需要你,41,182493,False,0.532,0.413,4,-13.833,1,0.0418,0.744,0.0166,0.229,0.798,111.946,4,cantopop
70557,2XEtdVgbgltXfzVQppAkbi,Khalil Fong,未來,Love Song,48,269293,False,0.627,0.408,5,-9.87,1,0.052,0.626,0.0,0.315,0.337,114.744,4,mandopop
29128,3AayefDdUFxivRs79bX7kV,Feint;Laura Brehm,We Won't Be Alone,We Won't Be Alone,58,234475,False,0.377,0.858,11,-4.9,0,0.148,0.134,0.00185,0.0985,0.117,174.751,4,dubstep
8648,7ipxrjXmSmnTl9LXGEYIuZ,La Mississippi,Inoxidables,Ritmo y Blues Con Armónica,38,236000,False,0.626,0.801,0,-5.124,0,0.036,0.123,1.15e-05,0.526,0.754,112.095,4,blues
25253,0L3XCv9i9IHs8cJEVhsJ3J,Bee Gees;SG Lewis,More Than A Woman (SG's Paradise Edit),More Than A Woman - SG's Paradise Edit,69,357936,False,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,4,disco
42263,3zRrpaY13nDHD97EHsRJD6,Sex Prisoner,Tannhauser Gate,Underbite,16,57659,False,0.315,0.955,1,-5.02,0,0.194,1.42e-05,0.0648,0.512,0.316,59.212,4,grindcore
674,6Vn8lTVMjILXQCjZUXS8n4,Jason Mraz,Love Is a Four Letter Word,The Woman I Love,48,190751,False,0.591,0.647,4,-8.34,1,0.0277,0.067,6.57e-05,0.231,0.678,79.68,4,acoustic
82311,2JaH53lfEHvrHRE8JWSjN3,White Reaper,You Deserve Love,Ring,26,137746,False,0.464,0.791,6,-4.34,1,0.0497,1.21e-05,0.244,0.102,0.7,131.056,4,power-pop
14521,5yrU9jSt6hGxodbRgXaaqa,The Wiggles,Here Comes the Big Red Car,Big Red Car,31,107920,False,0.767,0.904,9,-3.443,1,0.0655,0.306,0.0096,0.0636,0.962,124.714,4,children
81864,5voGwQrvBz8ZlhU05NZvw4,Ammy Virk;Shahid Mallya,Manmarziyaan (Original Motion Picture Soundtrack),Daryaa,63,261918,False,0.567,0.526,8,-5.029,1,0.0251,0.153,2.34e-06,0.103,0.231,91.999,4,pop
43810,2nSr45ZWZlyjjxWlljUgfr,Svet,Somebody,Somebody - Original Mix,44,180000,False,0.798,0.657,4,-6.435,0,0.0537,0.0162,8.89e-05,0.196,0.209,122.058,4,groove
48790,2BIzYGq1Pyv5SLWEQbgNM4,Neophyte;Drokz,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Dit Is Mijn Leven,0,169200,False,0.543,0.999,7,-0.918,1,0.18,0.0865,0.00042,0.368,0.0466,99.99,4,hardcore
28576,1Tye6LTBg8tGv67jygbg6n,MitiS;Amidy,Together EP,It's All You,48,196000,False,0.442,0.6,2,-5.845,1,0.0306,0.535,0.0,0.127,0.157,150.184,4,dub
37107,3gkQ9XLIprKy7RwAllJLfd,Stevie Wonder,Rock Christmas 2022 - The Very Best Of,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,funk
79771,16zbo4n31PEtvx6eDCWJqe,Ledetraad,Røgslør,Røgslør,58,132000,False,0.454,0.143,6,-26.672,0,0.0558,0.959,0.958,0.111,0.235,114.928,3,piano
76584,0izI75lnCS9WS8sDzBMC5Z,Carlo Pallavicino;Lea Desandre;Jupiter;Thomas Dunford,"Amazone - Pallavicino: L'Antiope: ""Sdegni, furori barbari""","Pallavicino: L'Antiope: ""Sdegni, furori barbari"" (Celinda)",21,73666,False,0.398,0.33,1,-14.102,1,0.0665,0.806,0.000768,0.0834,0.435,133.106,4,opera
73018,4admt90cSChznePxyzUVCP,Jan Blomqvist;The Bianca Story,Dancing People Are Never Wrong,Dancing People Are Never Wrong,55,199526,False,0.739,0.548,2,-11.073,0,0.0367,0.129,0.867,0.109,0.175,122.006,4,minimal-techno
16429,2DMFELtbHiWEwF0V906bKo,Dmitri Shostakovich;Byron Nelson High School Symphony Orchestra;Gary Keller,2021 Midwest Clinic: Byron Nelson High School Symphony Orchestra (Live),"24 Preludes, Op. 34: No. 14 in E-Flat Minor (Arr. L. Stokowski for Orchestra) [Live]",2,186400,False,0.168,0.0442,11,-18.784,1,0.0371,0.908,0.914,0.694,0.0384,74.591,4,classical
108474,53ALpqfDW4u0VgVNh6qcIP,Ada Falcón,Tus Besos Fueron Míos,Yo No Se Que Me Han Hecho Tus Ojos,19,208430,False,0.631,0.261,2,-8.626,0,0.173,0.992,9.29e-05,0.0976,0.623,86.945,3,tango
39045,7w9YfF8mfQftxhm3JKcLlv,Johann Sebastian Bach;Berliner Philharmoniker;Herbert von Karajan,Classical Christmas,"Brandenburg Concerto No. 3 in G, BWV 1048: 1. (Allegro)",0,391560,False,0.513,0.296,7,-15.81,1,0.0496,0.99,0.803,0.158,0.804,84.367,4,german
79238,5BJSZocnCeSNeYMj3iVqM7,OneRepublic,Native,Love Runs Out,65,224226,False,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022,4,piano
34113,70BWIfaEgeZB0MJkUQmDqU,Nusrat Fateh Ali Khan,Sanu Ek Pal Chain,Yeh Jo Halka Halka Suroor Hai,46,438517,False,0.333,0.681,1,-7.894,1,0.0694,0.376,7.91e-06,0.157,0.43,76.551,4,folk
98093,4Svpc4QRvDW0J34AE30S9c,Ben Platt,Sing To Me Instead,In Case You Don't Live Forever,58,228960,False,0.529,0.307,9,-8.24,1,0.0335,0.851,0.0,0.104,0.439,139.785,4,show-tunes
42713,0AVu4pgsaLgHLrfARrtitT,Disgorge,Consume the Forsaken,Perverse Manifestation,13,267560,False,0.345,0.995,2,-6.741,1,0.127,0.000491,0.928,0.288,0.0696,126.84,4,grindcore
65654,2ujA6F1cpk3m8lsPE5aKua,EXO,THE WAR - The 4th Album,The Eve,66,176026,False,0.636,0.702,0,-5.352,0,0.0334,0.0223,0.0,0.293,0.516,135.104,4,k-pop
15182,7pdODLWQQcPNKeNdD94bC4,fenekot,Slowed + Reverb,Habits (Stay High) (Slowed + Reverb),56,144000,False,0.703,0.284,8,-12.47,1,0.0787,0.885,0.000997,0.111,0.0979,91.824,4,chill
112323,7y0KCFFSd4s84LcqKWO5Q7,Batuflex,Okkey EP,Yavrum,42,191538,True,0.843,0.435,4,-14.406,0,0.137,0.0599,3.94e-06,0.0645,0.147,113.233,5,turkish
63806,3CrLoLfSwNqZGbSDupVUdu,CHiCO with HoneyWorks,世界はiに満ちている,プライド革命,55,235586,False,0.328,0.937,1,-2.249,0,0.36,0.00528,5.73e-05,0.365,0.514,184.696,4,j-rock
21287,3tTstc3Hxf38kS7UNHKRZk,Reekado Banks;KiDi,Piano Boards w Y2J (DJ Mix),Ozumba Mbadiwe (Remix) (Mixed),0,113011,False,0.787,0.749,8,-10.028,1,0.0579,0.448,0.00147,0.146,0.737,112.949,4,dancehall
86191,0ufcuftmmSD0iWt75nn9Oy,Siouxsie and the Banshees,Anthems for Witches 2022,Halloween,0,221466,False,0.223,0.91,7,-7.097,1,0.08,0.0116,0.000518,0.212,0.364,171.75,4,punk
71476,0M955bMOoilikPXwKLYpoi,Three Days Grace,Three Days Grace,I Hate Everything About You,74,231480,False,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,4,metal
61535,7HE4tA6dhVgZoNGJuiaVjc,Shiritsu Ebisu Chugaku,でかどんでん,響,20,280466,False,0.53,0.94,4,-3.873,1,0.0445,0.0168,2.31e-05,0.128,0.582,135.001,4,j-idol
19778,0qJyBqYvqtVbPWtsDY3RYe,Morgan Evans;Kelsea Ballerini,Easy Country,Dance with Me,0,199501,False,0.611,0.519,1,-9.854,1,0.035,0.481,4.82e-06,0.107,0.462,147.979,4,country
378,6XCPQygbj33s7OUxlbo6bX,Tristan Prettyman,Back to Home,Who We Are,48,259877,False,0.521,0.507,7,-7.007,1,0.0319,0.0162,4.43e-05,0.148,0.153,108.168,4,acoustic
94801,1RyqyDFFz4pInsbaNvyIXr,sagun;Shiloh Dynasty,I'm Drunk And Confused,I'm Drunk And Confused,54,156000,False,0.706,0.21,1,-21.867,0,0.0604,0.737,0.817,0.0938,0.246,139.888,4,sad
94627,52ZWNeOEBXdrVb2Im3Anht,Kina;Galvanic;Silent Child,6 ft deep (feat. Galvanic & Silent Child),6 ft deep (feat. Galvanic & Silent Child),48,196000,False,0.515,0.53,10,-8.767,1,0.0444,0.197,0.00012,0.108,0.0764,120.474,4,sad
16234,7CHuc0KVjrKeKbEHWErN5F,Franz Schubert;Harriet Krijgh;Magda Amara,The Best Classical Playlist,"Am Tage aller Seelen, D. 343, ‘Litanei auf das Fest aller Seelen’",0,228920,False,0.169,0.0413,3,-27.419,1,0.0474,0.994,0.958,0.12,0.0431,90.832,3,classical
60297,0x9etknOh8k5RA1NXAxjx4,Beenie Man;Wyclef Jean,Art And Life,Love Me Now,24,318531,False,0.678,0.884,1,-5.032,1,0.101,5.21e-05,1.14e-05,0.143,0.458,99.761,4,j-dance
85477,1964zxkJByManoIYrUkSHU,Tihuana,Nova Bis - Tihuana,Tropa De Elite,39,194773,False,0.716,0.881,2,-5.879,1,0.0935,0.0434,0.0,0.0383,0.962,144.324,4,punk-rock
111911,01K42inuuCqOB731ugiQAd,Bent,Magic Love (Remixes),Magic Love - Radio Edit,50,202333,False,0.689,0.874,9,-5.275,0,0.0464,0.0816,0.129,0.272,0.961,121.019,4,trip-hop
65928,7HjTSwnmkm6Q93H6MlTLB5,Anuradha Paudwal;Udit Narayan,Beta,Koyal Si Teri Boli,45,338840,False,0.687,0.45,0,-10.871,0,0.128,0.799,1.37e-05,0.411,0.934,76.17,4,k-pop
20204,3IPpVTudk50Hj4VThfdzBP,Sia,Merry Christmas,Snowman,3,165906,False,0.716,0.511,1,-6.257,1,0.0332,0.483,0.0,0.0928,0.324,104.964,3,dance
14149,60zrtIrmto8FwhRQycVPpj,The Laurie Berkner Band,Halloween y diversión para peques,Monster Boogie,0,81035,False,0.751,0.379,2,-3.406,1,0.123,0.698,0.0,0.0464,0.801,109.521,4,children
23843,7k11Ii2cGblg42H4iUZFEv,Louie Vega;Monique Bingham,Louie Vega Starring...XXVIII,Elevator (Going Up) - Album Mix,27,305813,False,0.797,0.673,0,-7.691,1,0.0745,0.175,0.00617,0.132,0.429,122.991,4,deep-house
50857,22Kc7PGXrqmTZLVJoAJGeK,U.D.O.,Game Over,Metal Damnation,20,241893,False,0.437,0.885,7,-6.89,1,0.0377,3.71e-05,0.00795,0.137,0.443,163.0,4,heavy-metal
6219,5hZBHcHpsxd4FOdL3mZQg4,Imperialist,Zenith,Parallax Descends,21,377000,False,0.121,0.955,9,-6.765,1,0.0633,0.0,0.87,0.109,0.0518,129.974,4,black-metal
34606,2yELyv2CC3C3p7Vs13pxfl,Mame Khan,Rajasthan Express (Desert Rose),Rajasthan Express - Desert Rose,14,458666,False,0.538,0.79,11,-7.243,1,0.0718,0.178,0.0,0.29,0.803,89.94,4,folk
3580,0UA2BRk8pQaHUUnl45aFN0,GAYLE,a study of the human experience volume two,god has a sense of humor,36,170771,False,0.494,0.45,2,-8.072,1,0.0687,0.622,0.0,0.242,0.368,65.252,4,alternative
43132,1r3PWB1ZzxrPsIj2DNoa10,Five Finger Death Punch,Welcome To The Circus,Welcome To The Circus,63,256741,True,0.489,0.987,11,-4.57,0,0.0806,7.62e-05,0.0,0.788,0.297,139.982,4,groove
31273,3qcf5Us0CCKW4XPjIUx1Pr,benny blanco;6 Dogs,Best Road Trip Pop Tunes,Lost,0,207331,True,0.497,0.353,7,-9.641,1,0.108,0.125,0.0,0.0785,0.169,143.916,4,electro
106010,6hmhG1b4LEyNuashVvuIAo,Zara Larsson;MNEK,So Good,Never Forget You,74,213427,False,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,4,swedish
26632,4hTR9VCNCQ8rUnpd3yqXam,Cameron's Bedtime Classics,Lullabies and Nursery Rhymes,Three Caws - Original Mix,21,65866,False,0.377,0.0562,7,-16.777,1,0.0341,0.967,0.934,0.141,0.445,79.524,4,disney
75484,5TLRLxk9xCOnSeDQnhHKl2,David Lanz,Cristofori's Dream,Free Fall - Remastered,23,264573,False,0.721,0.363,5,-11.557,0,0.0341,0.699,0.905,0.107,0.647,130.565,4,new-age
107148,27Ka4Xkh1qDS7NwHn9wT5s,Oingo Boingo,Pop & Halloween,Dead Man's Party,1,378733,False,0.567,0.92,1,-5.669,1,0.0483,0.468,4.04e-05,0.28,0.9,161.004,4,synth-pop
24477,2xeXLuW9d7i0QSdr7GDuQn,Kenny Larkin;Ben Klock,Glob - Remixes,Glob - Ben Klock Remix 1,8,404720,False,0.854,0.667,10,-12.485,0,0.118,0.00798,0.937,0.0584,0.552,125.008,4,detroit-techno
73457,5ekNKqNTF8reaoGIzT2J5j,Dominik Eulberg;Essáy,Dream Machine,Dream Machine,47,507417,False,0.747,0.668,7,-8.844,0,0.0505,0.314,0.934,0.0522,0.679,123.006,4,minimal-techno
100327,61p3ncr6aD14pvJjdmRBaG,Mimi Maura,Raices de Pasión,Yo no lloro más,40,188320,False,0.769,0.743,0,-4.808,1,0.0445,0.128,0.0,0.17,0.961,133.931,4,ska
96052,6o0hAjoZw1t2tWYlNa6SFd,Nil Sagar;Archana Padhi,Gelehi,Gelehi,35,280295,False,0.401,0.989,11,-2.953,1,0.448,0.136,0.0,0.088,0.533,79.133,4,samba
70668,5UPS0CrcHpwgmKXQDANC8b,音樂磁場,音樂磁場17-台語經典名曲,茫茫到深更,23,256466,False,0.54,0.387,0,-10.584,1,0.0278,0.588,7.45e-05,0.105,0.189,135.966,4,mandopop
15311,5Op3wFn328uL17aJUIGJx3,Fiji Blue,Space Makes Me Sad,Space Makes Me Sad,57,136419,False,0.557,0.429,6,-10.266,1,0.189,0.387,0.000478,0.192,0.596,90.574,4,chill
91052,7wMq5n8mYSKlQIGECKUgTX,The Script;will.i.am,#3 Deluxe Version,Hall of Fame (feat. will.i.am),80,202533,False,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,4,rock
10765,7oqZVbE2W4MCoMS34PPDr3,DJ Icey,LDN Selection,Stingray,12,251520,False,0.778,0.932,6,-3.823,1,0.0431,0.000543,0.665,0.093,0.468,124.976,4,breakbeat
41146,4jw37be7lRkmbZ9p6ENGD9,Håkan Hellström,Känn ingen sorg för mig Göteborg,Jag var bara inte gjord för dessa dar,33,263933,False,0.356,0.935,2,-5.864,0,0.101,0.00023,2.1e-05,0.214,0.512,88.711,4,goth
61241,4oxn7x9fGHMosnD8LLr7dg,Flower,THIS IS Flower THIS IS BEST,Blue Sky Blue(version2016),25,248640,False,0.531,0.911,0,-3.093,1,0.0472,0.156,0.0,0.415,0.559,159.969,4,j-idol
16400,39uLYYZytVUwcjgeYLI409,Joe Hisaishi,FREEDOM PIANO STORIES 4,Merry-Go-Round of Life - from 'Howl's Moving Castle',68,311106,False,0.239,0.287,7,-12.565,0,0.0388,0.876,0.644,0.122,0.185,71.608,3,classical
101860,5DH1vidFEjKOWjpwEoI8CS,Juhani Ahonen,Crevice,Crevice,59,159913,False,0.165,0.0386,4,-30.602,0,0.04,0.904,0.869,0.107,0.0451,81.498,4,sleep
111487,1QnL8wCk7xyZH3x6KCG2pG,Alice Russell,To Dust (Bonus Track Edition),Citizens,21,167400,False,0.883,0.277,7,-9.518,0,0.0606,0.811,0.00015,0.0808,0.628,94.998,4,trip-hop
54768,5Z6zD6DZbzb9XcQMO99hwg,Yasume,Where We're From The Birds Sing A Pretty Song,Rengoku (Condensed),8,379746,False,0.623,0.696,4,-8.837,0,0.0561,0.00157,0.628,0.341,0.138,101.98,4,idm
42927,0crd93NUzNm59mYTXPZSGU,Wormrot,Abuse,Scum Infestation and Last Song,11,136466,False,0.165,0.997,9,-1.8,0,0.236,0.00222,0.857,0.222,0.0383,95.92,4,grindcore
30379,78v8ad1iLTlfLbam4qvzNu,Vicetone;Daisy Guttridge,Waiting,Waiting,63,205714,False,0.651,0.7,1,-4.264,0,0.0318,0.352,0.0,0.061,0.214,104.964,4,edm
90432,5S5L53t8PhVaGDy6ds9D9K,Virginia Lopez,Lo Mejor De Lo Mejor De Virginia Lopez,Cariñito Azucarado,34,154960,False,0.571,0.831,0,-7.647,1,0.0605,0.759,0.0,0.415,0.884,133.016,4,rock-n-roll
42394,5KAPpvtyJGNSmCffDHDrWV,Napalm Death,Death By Manipulation,Siege Of Power,14,213066,False,0.326,0.879,3,-14.048,1,0.0671,6.19e-06,0.732,0.223,0.304,136.633,4,grindcore
24602,3MrfPG6AI0KagNOvRSFvfQ,ONYVAA,Lost Angeles EP,Lucid,30,364272,False,0.664,0.906,9,-8.509,0,0.0737,0.000366,0.902,0.126,0.0765,138.017,4,detroit-techno
84341,6FRwDxXsvSasw0y2eDArsz,Cream,Disraeli Gears,Sunshine Of Your Love,60,250000,False,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,4,psych-rock
52690,1kc3sMH4EMcVSmVKWpAVfk,George Jones,The Essential George Jones,We Can Make It,12,124693,False,0.659,0.305,2,-14.039,1,0.0269,0.584,0.000824,0.106,0.586,88.479,4,honky-tonk
92208,4l9rJRwlaMnPYD5DJtIIFo,Elvis Presley,Elvis 30 #1 Hits (Expanded Edition),Hound Dog,63,133293,False,0.343,0.884,5,-4.123,0,0.128,0.623,0.000623,0.497,0.94,177.751,4,rockabilly
83680,55nMnifaQWKe3f9cbwOXwx,Martin Garrix;Macklemore;Fall Out Boy;Tiësto,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Remixes],Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,53,255238,False,0.69,0.78,5,-4.446,0,0.0594,0.00733,0.00183,0.0729,0.238,126.07,4,progressive-house
30417,3HHNr1SGtwGG6XKHkvHVJb,Clean Bandit;A7S,Hit After Hit,Everything but You,0,198014,False,0.679,0.764,6,-5.301,1,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4,edm
7217,2oEXzg6PzHXQ3Mt6Ar4fYt,Sister Sadie,Sister Sadie,Unholy Water,27,204826,False,0.461,0.575,0,-7.044,1,0.0302,0.754,0.0434,0.315,0.614,175.763,4,bluegrass
74956,21UOaXTxPAFsJoASQiKmLL,Versos Que Compomos Na Estrada;Eu Me Chamo Antônio;Gero Camilo,Eu Me Chamo Antônio,Eu Me Chamo Antônio,39,176120,False,0.42,0.174,2,-15.309,0,0.137,0.9,0.0,0.376,0.135,172.358,3,mpb
